Category;ProductNaam;ProductNaamEngels;Eenheid;EenheidGewicht;Energie;Eiwit;Koolhydraat;VetTotaal;VetVerzadigd;VetOnverzadigd;VetzurenTrans;Linolzuur;Cholesterol;Alcohol;Vezels;Na;Ca;Fe;Mg;Se;Zn;K;P;VitamineA;VitamineB1;VitamineB2;VitamineB6;VitamineB12;VitamineC;VitamineD;VitamineE;Foliumzuur;Nicotz;totMdisac;totPdisac;eiwitP;PEiw,,,
Vleeswaren, hartig beleg;Krab in water blik;Canned crab in water;beleg toast ;;85;18;0;1;0;1;0;0;118;0;0;691;120;2.8;32;26;5.7;100;140;0;0;0.05;0.3;0;0;0;2.4;15;1.1;0;0;0;7.7,,
Vleeswaren, hartig beleg;Kreeft gekookt;Boiled lobster;beleg toast ;;79;16;0;2;0;1;0;0;160;0;0;300;60;1;34;130;2.5;250;200;0;0.15;0.1;0.07;2;0;0;1.5;7;2;0;0;0;12.5,,
Vleeswaren, hartig beleg;Levelworst hausmacher;Worst Level Hausmacher;broodbeleg;20;266;15;5;20;6;14;0.1;2.3;175;0;0;760;13;4.2;12;21;2.21;135;180;7.89;0.12;0.62;0.12;8.9;0;0.5;0;207;4.6;1;4.2;0;11.7,,
Vleeswaren, hartig beleg;Lever gebakken zz;Liver fried zz;lapje;80;185;28;2;7;3;4;;;290;0;0;100;11;7.8;22;61;8.2;250;390;10.9;0.21;3.1;0.64;110;9;0.2;0.2;1.057;11.5;0;4;0;13.9,,
Vleeswaren, hartig beleg;Leverkaas/berliner;Liver Cheese / berliner;broodbeleg;15;328;13;2;30;11;18;0.3;1.6;175;0;0.3;762;14;4.2;12;21;2.21;135;180;5.92;0.12;0.62;0.12;8.9;0;0.5;0;207;4.6;0;1.9;0;13.7,,
Vleeswaren, hartig beleg;Leverpastei;Liver pate;broodbeleg;15;318;14;2;28;9;20;0.2;3.1;246;0;0;800;12;3.5;9;17;1.5;121;180;2.196;0.05;0.62;0.12;8.9;0;0.5;0;147;4.6;0;1.7;0;12.7,,
Vleeswaren, hartig beleg;Leverpastei Na-arm;After liver pate arm;broodbeleg;15;286;17;2;23;8;15;0.2;2;35;0;0;62;23;1.7;12;12;1.93;282;186;1.413;0.19;0.29;0.15;2.89;1;0.5;0.2;;3.8;0.2;1.8;0;11.1,,
Vleeswaren, hartig beleg;Luncheon meat blik;Canned luncheon meat;plak;50;338;13;4;30;12;18;0.2;3.1;38;0;0;900;10;3;13;8;1.4;250;250;0;0.1;0.12;0.16;0.84;0;0.6;0.1;1;3;0;4;4;19.2,,
Vleeswaren, hartig beleg;Makreel gestoomd;Steamed Mackerel;beleg toast ;;315;20;1;26;6;21;0.1;0.4;72;0;0;250;20;1.2;26;48;0.48;288;210;106;0.09;0.33;0.18;6;0;4.3;0.7;8;10;0;0.5;0;10.8,,
Vleeswaren, hartig beleg;Makreel in olie blik;Canned mackerel in oil;beleg toast ;;275;21;0;21;4;17;0.2;2.4;78;0;0;440;12;1.6;33;42;2.7;266;200;372;0.02;0.12;0.51;6.94;0;3;3.5;10;16.1;0;0;0;9.4,,
Vleeswaren, hartig beleg;Marmite gistextract;Marmite yeast extract;lepel;20;235;43;15;0;0;0;0;0;0;0;2.6;4.5;95;0.4;187;;2.1;2.6;1.7;0;5.8;7;1.3;0;0;0;;1.827;75;12.1;2.7;172;39.5,,
Vleeswaren, hartig beleg;Miso;Miso;theelepel;5;117;12;6;5;1;4;0;2.5;0;0;6.6;5.138;69;5.1;82;;1.4;431;160;19;0.04;0.24;0.21;0;0;0.3;;24;1.3;6;0.3;47;13.7,,
Vleeswaren, hartig beleg;Nier gekookt mz;Kidney cooked mz;broodbeleg;15;133;20;2;5;2;3;;0;300;0;0;500;10;7;19;14;0.5;300;225;11.41;0.5;3;0.35;98;15;0.2;0.4;1.057;10;0;2;0;11.3,,
Vleeswaren, hartig beleg;Nier gekookt zz;Kidney cooked zz;broodbeleg;15;133;20;2;5;2;3;;0;300;0;0;100;10;7;19;14;0.5;300;225;11.41;0.5;3;0.35;98;15;0.2;0.4;1.057;10;0;2;0;11.3,,
Vleeswaren, hartig beleg;Notenpasta;Nuts Pasta;broodbeleg;15;540;7;47;36;9;27;1;11;2;0;4.5;70;154;2.8;75;3;1.28;497;200;1;0.06;0.24;0.07;0;1;0;9.3;13;1.6;35.2;12.1;17;27,,
Vleeswaren, hartig beleg;Ontbijtspek;Breakfast Bacon;broodbeleg;15;404;15;0;38;14;24;0.2;3.5;36;0;0;803;8;0.6;13;9;1.7;201;110;0;0.38;0.19;0.2;0.74;0;0.6;0.1;1;1.6;0;0.4;0;7.2,,
Vleeswaren, hartig beleg;Ontbijtspek gegrild;Grilled bacon;broodbeleg;15;261;15;1;22;8;14;0.1;2.1;36;0;0;830;8;0.6;13;9;1.7;201;110;0;0.38;0.19;0.2;0.74;0;0.6;0.1;1;1.6;0.5;0;0;7.2,,
Vleeswaren, hartig beleg;Ossenworst;Beef sausage;broodbeleg;20;147;18;2;7;2;6;0.1;2.6;46;0;0;757;6;1.8;21;7;3.29;305;153;4;0.03;0.05;0.24;1.6;0;0.1;1.3;4;5;1.2;0.6;0;8.4,,
Vleeswaren, hartig beleg;Palingworst;Eel Sausage;broodbeleg;15;338;12;5;30;11;20;0.3;2;53;0;0;890;10;1.5;11;8;2.45;192;230;14;0.17;0.13;0.18;0.64;0;0.6;0.1;1;3;1.5;3.5;0;19.2,,
Vleeswaren, hartig beleg;Pastrami mz;Pastrami mz;broodbeleg;15;167;28;1;6;2;3;0.2;0.4;55;0;0;500;5;2;26;9;5.6;382;200;10;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1,,
Vleeswaren, hartig beleg;Pastrami zz;Pastrami zz;broodbeleg;15;167;28;1;6;2;3;0.2;0.4;55;0;0;110;5;2;26;9;5.6;382;200;10;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1,,
Vleeswaren, hartig beleg;Pate;Pate;broodbeleg;15;380;11;4;36;11;25;0.2;3.9;150;0;0;781;12;3.5;10;17;1.5;167;180;7.42;0.05;0.62;0.12;9.1;0;0.5;0.2;147;4.6;0;4;0;16.4,,
Vleeswaren, hartig beleg;Patrijs bereid mz;Partridge prepared mz;filet;100;158;31;0;4;1;2;0.1;0.8;33;0;0;500;7;0.7;35;18;0.74;419;335;18;0.08;0.08;0.67;0.29;0;0.1;1.1;2;10.3;0;0;0;10.8,,
Vleeswaren, hartig beleg;Patrijs bereid zz;Partridge prepared zz;filet;100;158;31;0;4;1;2;0.1;0.8;33;0;0;53;7;0.7;35;18;0.74;419;335;18;0.08;0.08;0.67;0.29;0;0.1;1.1;2;10.3;0;0;0;10.8,,
Vleeswaren, hartig beleg;Pekelvlees;Corned beef;broodbeleg;15;289;16;0;25;11;14;1.1;0.4;;0;0;900;10;4;;;;350;175;17;0.01;0.1;0.15;1.8;0;;;9;1.7;0;0;0;10.9,,
Vleeswaren, hartig beleg;Pindakaas;Peanut butter;broodbeleg;15;640;25;12;55;10;45;0;21.3;0;0;5.3;250;50;1.4;164;9;2.28;537;331;0;0.1;0.1;0.12;0;0;0;9.7;35;14.2;5.9;5.9;100;13.3,,
Vleeswaren, hartig beleg;Pindakaas m stukjes noot;Peanut butter to chopped nuts;broodbeleg;15;646;21;14;56;10;46;0;21.9;2;0;5.4;257;46;0.8;153;10;2.1;520;313;0;0.1;0.09;0.1;0;0;0;7.5;51;12.7;9.8;4.1;82;15.2,,
Vleeswaren, hartig beleg;Rauwe ham;Ham;broodbeleg;12;199;23;0;12;4;8;0.1;0.7;80;0;0;1.912;10;2.3;27;7;2.4;248;207;0;0.55;0.21;0.4;0.74;0;0.2;0.1;2;3.5;0;0;0;9.1,,
Vleeswaren, hartig beleg;Ree bereid mz;Ree prepared mz;broodbeleg;15;167;28;1;6;2;3;0.2;0.4;55;0;0;500;5;2;26;9;5.6;382;200;10;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1,,
Vleeswaren, hartig beleg;Ree bereid zz;Ree prepared zz;broodbeleg;15;167;28;1;6;2;3;0.2;0.4;55;0;0;110;5;2;26;9;5.6;382;200;10;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1,,
Vleeswaren, hartig beleg;Rookspek mager;Smoke lean bacon;broodbeleg;15;404;15;0;38;14;24;0.2;3.5;36;0;0;803;8;0.6;13;9;1.7;201;110;0;0.38;0.19;0.2;0.74;0;0.6;0.1;1;1.6;0;0.4;0;7.2,,
Vleeswaren, hartig beleg;Rookvlees;Smoked;broodbeleg;10;153;23;1;7;2;4;0.1;0.1;23;0;0;3.1;5;2.5;21;7;3.3;268;190;2;0.04;0.17;0.41;1.3;0;0.1;0.6;12;4;0;0.6;0;8.3,,
Vleeswaren, hartig beleg;Rookvlees Na-arm;Smoked after arm;broodbeleg;15;155;24;1;6;2;4;0.1;0.5;34;0;0;66;4;0.7;17;9;2.01;380;227;3;0.35;0.15;0.29;1.05;0;0.2;0.3;;3.3;1.1;0.2;0;9.5,,
Vleeswaren, hartig beleg;Rookworst gekookt;Cooked smoked sausage;broodbeleg;20;326;14;1;30;10;19;0.2;3.5;32;0;0.5;832;25;1.4;17;12;1.85;220;190;33;0.21;0.2;0.14;0.85;0;0.9;0.2;1;3;0.4;0.4;0;13.3,,
Vleeswaren, hartig beleg;Rosbief bereid mz;Roast beef prepared mz;broodbeleg;15;167;28;1;6;2;3;0.2;0.4;55;0;0;500;5;2;26;9;5.6;382;200;10;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1,,
Vleeswaren, hartig beleg;Rosbief bereid zz;Roast beef prepared zz;broodbeleg;15;167;28;1;6;2;3;0.2;0.4;55;0;0;110;5;2;26;9;5.6;382;200;10;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1,,
Vleeswaren, hartig beleg;Runderlever gebakken zz;Beef liver fried zz;lapje;80;185;28;2;7;3;4;;;290;0;0;100;11;7.8;22;61;8.2;250;390;10.9;0.21;3.1;0.64;110;9;0.2;0.2;1.057;11.5;0;4;0;13.9,,
Vleeswaren, hartig beleg;Runderlever gekookt mz;Beef liver cooked mz;broodbeleg;15;133;20;2;5;2;3;;0;300;0;0;500;10;7;19;14;0.5;300;225;11.41;0.5;3;0.35;98;15;0.2;0.4;1.057;10;0;2;0;11.3,,
Vleeswaren, hartig beleg;Runderlever gekookt zz;Beef liver cooked zz;broodbeleg;15;133;20;2;5;2;3;;0;300;0;0;100;10;7;19;14;0.5;300;225;11.41;0.5;3;0.35;98;15;0.2;0.4;1.057;10;0;2;0;11.3,,
Vleeswaren, hartig beleg;Runderrookvlees;Smoked beef;broodbeleg;10;153;23;1;7;2;4;0.1;0.1;23;0;0;3.1;5;2.5;21;7;3.3;268;190;2;0.04;0.17;0.41;1.3;0;0.1;0.6;12;4;0;0.6;0;8.3,,
Vleeswaren, hartig beleg;Runderrookvlees Na-arm;Smoked beef after arm;broodbeleg;15;155;24;1;6;2;4;0.1;0.5;34;0;0;66;4;0.7;17;9;2.01;380;227;3;0.35;0.15;0.29;1.05;0;0.2;0.3;;3.3;1.1;0.2;0;9.5,,
Vleeswaren, hartig beleg;Runderrosbief bereid mz;Roast Beef prepared mz;broodbeleg;15;167;28;1;6;2;3;0.2;0.4;55;0;0;500;5;2;26;9;5.6;382;200;10;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1,,
Vleeswaren, hartig beleg;Runderrosbief bereid zz;Roast Beef prepared zz;broodbeleg;15;167;28;1;6;2;3;0.2;0.4;55;0;0;110;5;2;26;9;5.6;382;200;10;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1,,
Vleeswaren, hartig beleg;Salami;Salami;broodbeleg;15;386;18;0;35;14;21;0.2;2.4;32;0;0;1.358;35;1.5;10;0;1.7;302;167;10;0.18;0.2;0.1;1.4;0;0.3;0.3;2;2.6;0.2;0;0;9.5,,
Vleeswaren, hartig beleg;Sandwichspread komkom.;Spread cucumber sandwich.;broodbeleg;15;157;1;14;11;2;9;0;5.7;0;0;0.2;760;34;2;;;;125;32;;;;;;;0;;55;;13.5;0;0;32,,
Vleeswaren, hartig beleg;Sandwichspread naturel;Sandwich Spread Natural;;;228;1;14;18;2;16;0.1;9.6;16;0;0.6;900;56;2;3;;;130;38;;0;0;0.6;;0;0;4.7;81;1.9;14.2;0;2;27.1,,
Vleeswaren, hartig beleg;Sardines in olie blik;Canned sardines in oil;beleg toast ;;238;23;0;16;4;12;0.1;4.4;80;0;0;337;500;3.1;46;49;2.2;368;520;6;0.01;0.29;0.18;15;0;5;0.3;6;6.9;0;0;0;22.3,,
Vleeswaren, hartig beleg;Schelvislever blik;Haddock Liver glance;broodbeleg;15;409;7;0;42;8;34;0;1.3;340;0;0;250;12;2;;;;150;175;2.538;0.06;0.65;0.1;;0;;;300;5.4;0;0;0;25,,
Vleeswaren, hartig beleg;Schouderham;Shoulder;broodbeleg;20;138;17;2;7;2;5;0;0.6;53;0;0;1.004;5;1;19;11;2.3;306;290;4;0.4;0.21;0.2;0.53;0;0.3;0.2;5;3;1.7;0.1;0;16.8,,
Vleeswaren, hartig beleg;Smeerleverworst;Spreadable liver sausage;broodbeleg;20;311;12;2;28;9;19;0.2;3.4;175;0;0;804;12;3.5;11;21;3.25;121;180;6.351;0.05;0.62;0.12;8.9;0;0.5;0;207;4.6;0.4;1.2;0;14.8,,
Vleeswaren, hartig beleg;Snijworst;Cut Sausage;broodbeleg;15;392;19;1;35;14;21;0.2;2.3;32;0;0;1.58;14;1.9;17;11;2.69;225;160;10;0.11;0.15;0.2;1.2;0;0.3;0.1;2;4;0.8;0;0;8.4,,
Vleeswaren, hartig beleg;Sojapasta miso;Soybean paste miso;theelepel;5;117;12;6;5;1;4;0;2.5;0;0;6.6;5.138;69;5.1;82;;1.4;431;160;19;0.04;0.24;0.21;0;0;0.3;;24;1.3;6;0.3;47;13.7,,
Vleeswaren, hartig beleg;Spek ontbijt-;Bacon breakfast;broodbeleg;15;404;15;0;38;14;24;0.2;3.5;36;0;0;803;8;0.6;13;9;1.7;201;110;0;0.38;0.19;0.2;0.74;0;0.6;0.1;1;1.6;0;0.4;0;7.2,,
Vleeswaren, hartig beleg;Struisvogelbiefstuk bereid mz;Ostrich steak prepared mz;filet;100;158;31;0;4;1;2;0.1;0.8;33;0;0;500;7;0.7;35;18;0.74;419;335;18;0.08;0.08;0.67;0.29;0;0.1;1.1;2;10.3;0;0;0;10.8,,
Vleeswaren, hartig beleg;Struisvogelbiefstuk bereid zz;Ostrich steak prepared zz;filet;100;158;31;0;4;1;2;0.1;0.8;33;0;0;53;7;0.7;35;18;0.74;419;335;18;0.08;0.08;0.67;0.29;0;0.1;1.1;2;10.3;0;0;0;10.8,,
Vleeswaren, hartig beleg;Theeworst;Tea Sausage;broodbeleg;15;373;13;0;36;14;22;0.1;3.6;50;0;0;1;8;1.3;4;1;0.6;192;230;14;0.18;0.14;0.16;0.64;0;0.6;0;1;3;0;0.2;0;18.3,,
Vleeswaren, hartig beleg;Tongenworst;Tongue Sausage;broodbeleg;15;249;18;2;19;7;12;0.2;1.9;38;0;0.1;1.93;15;1.6;19;12;2.4;360;160;23;0.27;0.16;0.18;2.2;0;0.1;0.5;4;1.2;2;0;0;9.1,,
Vleeswaren, hartig beleg;Tonijn in olie blik;Canned tuna in oil;beleg toast ;;207;26;0;11;2;10;0.1;5.4;56;0;0;372;12;1.6;33;90;1.1;291;200;372;0.02;0.12;0.51;5;0;3;3.5;4;16.1;0;0;0;7.7,,
Vleeswaren, hartig beleg;Tonijn in water blik;Canned tuna in water;beleg toast ;;117;26;0;1;1;1;0;0;56;0;0;345;8;1;27;78;0.7;254;170;372;0.02;0.11;0.47;4;0;0.4;4;3;14.4;0;0;0;6.5,,
Vleeswaren, hartig beleg;Varkensfricandeau bereid mz;Pigs fricandeau prepared mz;lapje;70;150;31;0;3;1;2;0;0.3;41;0;0;500;6;1.5;28;15;1.9;416;240;6;0.49;0.07;0.13;0.79;0;0.4;0.3;5;6.6;0;0;0;7.7,,
Vleeswaren, hartig beleg;Varkensfricandeau bereid zz;Pigs fricandeau prepared zz;lapje;70;150;31;0;3;1;2;0;0.3;41;0;0;54;6;1.5;28;15;1.9;416;240;6;0.49;0.07;0.13;0.79;0;0.4;0.3;5;6.6;0;0;0;7.7,,
Vleeswaren, hartig beleg;Varkenslever gekookt;Pork liver cooked;broodbeleg;15;140;22;4;4;1;3;0;0.4;300;0;0;1.6;10;17;21;28;0.67;300;225;15.771;0.5;3;0.35;25;15;0.9;0.2;540;10;0;4;0;10.2,,
Vleeswaren, hartig beleg;Vleeswaren 10-20 g vet gem;10-20 g fat meats gem;broodbeleg;15;207;20;1;14;6;8;0.3;0.6;84;0;0;1.626;10;2.8;23;7;3.41;201;197;0;0.38;0.18;0.29;1.11;0;0.2;0.3;2;2.9;0.1;1;0;10.1,,
Vleeswaren, hartig beleg;Vleeswaren 20-30 g vet gem;20-30 g fat meats gem;broodbeleg;15;295;14;3;25;9;16;0.2;2;113;0;0.1;833;15;2.5;12;13;2.14;195;190;1.973;0.21;0.31;0.13;3.86;2;0.5;0.1;77;4;0.3;2.4;0;13.8,,
Vleeswaren, hartig beleg;Vleeswaren <10 g vet gem;Meats <10 g fat gem;broodbeleg;15;139;19;2;6;2;4;0;0.4;44;0;0;1.025;5;1.1;21;12;2.28;323;267;3;0.4;0.19;0.29;0.75;0;0.2;0.2;6;3.3;1.5;0.2;0;13.8,,
Vleeswaren, hartig beleg;Vleeswaren >30 g vet gem;Meats> 30 g fat gem;broodbeleg;15;390;18;1;35;14;22;0.2;2.7;37;0;0;1.318;15;1.6;15;9;2.17;230;144;7;0.22;0.16;0.19;1.11;0;0.5;0.1;2;3.1;0.4;0.2;0;8.1,,
Vleeswaren, hartig beleg;Vleeswaren >30 g vet gemid;Meats> 30 g fat on average;broodbeleg;15;389;17;1;35;13;22;0.2;2.9;50;0;0;1.255;15;1.8;14;10;2.09;222;148;874;0.2;0.22;0.18;2.05;0;0.5;0.1;19;3.2;0.4;0.7;0;8.7,,
Vleeswaren, hartig beleg;Vleeswaren excl lever gem;Meats excl delivery gem;broodbeleg;15;241;17;2;18;7;12;0.1;1.4;52;0;0;1.072;11;1.4;17;10;2.26;270;212;6;0.31;0.16;0.22;0.87;1;0.4;0.2;3;3.4;0.9;1;0;12.4,,
Vleeswaren, hartig beleg;Vleeswaren gemiddeld;Meats average;broodbeleg;15;252;17;2;20;7;12;0.1;1.6;77;0;0;1.025;11;2;16;12;2.24;249;207;1.123;0.28;0.27;0.21;2.7;1;0.4;0.2;43;3.7;0.7;1.2;0;12.3,,
Vleeswaren, hartig beleg;Vleeswaren Na- 10-20 g vet;After 10 to 20 g fat meats-;broodbeleg;15;212;21;2;14;2;12;0;0.4;87;0;0;68;10;0.9;21;7;4;332;191;4;0.28;0.16;0.22;1.64;0;0.2;;;2.6;0.1;1.7;0;9.3,,
Vleeswaren, hartig beleg;Worst (incl lever) gemiddeld;Sausage (incl. delivery) averaged;incl lever;;338;16;2;30;11;19;0.2;2.2;83;0;0;1.076;15;2.4;13;15;2.19;206;187;1.627;0.14;0.29;0.15;3.38;0;0.5;0.1;62;3.7;0.5;1.5;0;11.9,,
Vleeswaren, hartig beleg;Worst excl lever gemiddeld;Excl. liver sausages average;broodbeleg;15;352;16;2;31;12;19;0.3;2.2;45;0;0;1.213;15;1.7;14;9;2;238;191;11;0.16;0.15;0.17;1.07;0;0.5;0.1;2;3.3;0.5;1.4;0;12.2,,
Vleeswaren, hartig beleg;Worst gekookte;Cooked sausage;broodbeleg;20;313;13;3;28;10;18;0.3;1.9;53;0;0.1;877;13;1.3;11;8;1.34;300;230;14;0.18;0.14;0.16;0.75;0;0.6;0.1;;3;0.4;2.5;0;18.3,,
Vleeswaren, hartig beleg;Worst lever-;Liver sausage;broodbeleg;20;307;18;2;25;10;16;0.2;1.4;175;0;0;707;14;4.2;12;21;2.21;135;180;4.401;0.12;0.62;0.12;8.9;0;0.5;0;207;4.6;0.1;1.8;0;9.8,,
Vleeswaren, hartig beleg;Zure zult;Acid will;broodbeleg;20;244;11;2;21;8;14;;2.3;38;0;0;675;53;1.6;19;12;2.4;285;160;23;0.27;0.16;0.18;0.74;0;0.1;0.5;;3.8;0.4;1.6;0;14.5,,
Zuivelproducten;Alpro soja dessert;Alpro soya dessert;dessertschaaltje;150;84;3;14;2;0;2;0;0.8;0;0;0.8;63;120;0.6;42;;0.28;94;80;8;0.02;0.02;0.01;0;1;;;14;0.1;10.6;3.1;12;26.7,,,
Zuivelproducten;Alpro sojamelk Ca+;Alpro soya milk + Ca;glas;150;46;4;3;2;0;2;0;1.1;0;0;0.6;60;120;0.3;46;;0.33;103;44;1;0.02;0.24;0.01;0;;;;14;0.1;2.8;0;15;11.9,,,
Zuivelproducten;Alpro Yofu soja;Alpro soya Yofu;gram;1;84;4;12;2;0;2;0;1.1;0;0;0.5;63;120;0.3;15;;;80;115;10;0.02;0.02;;;0;;;;;11.3;0.6;15;30.3,,,
Zuivelproducten;Amandelpudding+kers.saus;Almond Pudding + kers.saus;dessertschaaltje;150;107;3;20;2;1;1;0;0;4;0;0;38;94;0.2;;;;86;55;15;0.04;0.18;0.04;0.25;2;;;1;0.1;17.8;2;0;20.4,,,
Zuivelproducten;Amsterdammer kaas 48+;Amsterdam cheese 48 +;beleg ;;344;23;0;28;18;10;1.1;0.3;90;0;0;880;780;0.1;34;;3.7;67;520;116;0.03;0.2;0.07;0.37;1;0.6;0.8;10;0.1;0;0;0;22.6,,,
Zuivelproducten;Balance koffiemelk;Balance evaporated milk;cupje;8;66;11;6;0;0;0;0;0;9;0;0;60;310;0.1;26;3;0.98;373;280;;0.06;0.4;0.04;;1;0.1;0.1;;0.2;5.5;0;0;25.5,,,
Zuivelproducten;Banketbakkers room;Pastry cream;lepel;15;143;4;23;4;2;2;0.1;0.3;58;0;0.1;39;97;0.4;11;2;0.47;124;83;50;0.04;0.15;0.05;0.47;1;0.3;0.1;9;0.1;17;5.9;2;21.8,,,
Zuivelproducten;Bel Paese kaas;Bel Paese cheese;gram;1;374;25;0;30;19;11;1.2;0.4;90;0;0;630;604;0.6;;;2.5;111;480;232;0.07;0.3;0.09;;0;0.2;0.7;40;0.3;0.1;0;0;18.9,,,
Zuivelproducten;Biest;Colostrum;glas;150;77;4;4;5;3;2;0.1;0.1;14;0;0;48;108;0;;;;146;88;41;0.03;0.21;0.03;0.4;1;;;4;0.1;4;0;0;22,,,
Zuivelproducten;Biogarde halfvol;Biogarde half full;dessertschaaltje;150;49;4;5;2;1;0;0;0;4;0;0;54;133;0.1;14;1;0.45;174;107;16;0.04;0.22;0.04;0.35;1;0;0;7;0.1;4.5;0;0;25.5,,,
Zuivelproducten;Biogarde kwark naturel;Biogarde natural cheese;dessertschaaltje;150;100;12;3;5;3;2;0.1;0.1;16;0;0;35;125;0.4;12;;0.53;150;150;48;0.07;0.3;0.05;0.7;1;0.1;0.1;11;0.1;3.2;0;0;13,,,
Zuivelproducten;Bloempap zonder suiker;Bloempap __without sugar;dessertschaaltje;150;48;4;7;1;0;0;0;0;1;0;0.1;40;97;0;11;0;0.31;120;72;4;0.03;0.15;0.04;0.16;1;0;0;3;0.1;3.5;3.8;3;20,,,
Zuivelproducten;Bluefort;Blue Fort;broodbeleg;30;405;18;0;37;24;13;1.4;0.4;90;0;0;1;600;0.4;50;;3;100;400;449;0.04;0.4;0.12;2;0;0.8;1.2;45;0.6;0;0;0;22.3,,,
Zuivelproducten;Boerenlandmelk rauw;Farmlands raw milk;glas;150;71;3;4;4;3;2;0.1;0;27;0;0;48;108;0;11;1;0.31;146;88;41;0.03;0.21;0.03;0.4;1;0.1;0.2;4;0.1;4.4;0;0;25.9,,,
Zuivelproducten;Boursin zachte roomkaas;Boursin cream cheese;beleg toast ;;410;7;2;42;24;18;1.1;0.9;100;0;0;590;600;0.1;40;7;3;100;100;144;0.03;0.2;0.06;0.3;1;0.8;1.1;9;0.1;2;0;0;14.3,,,
Zuivelproducten;Bresse bleu 50+;Bresse Bleu 50 +;beleg toast ;;355;19;0;31;19;12;1.9;0.3;90;0;0;1.75;1.5;0.4;40;;2.5;70;350;129;0.03;0.6;0.15;0.4;0;0.7;0.6;33;0.9;0;0;0;18.4,,,
Zuivelproducten;Bressot;Bressot;beleg toast ;;332;9;1;33;21;12;1.3;0.4;98;0;0;250;500;0.1;10;;;100;150;344;0.56;0.28;0.07;0.3;0;;;9;;1;0;0;17.6,,,
Zuivelproducten;Brie 50+;Brie 50 +;beleg toast ;;315;23;0;25;16;9;1;0.3;93;0;0;515;400;0.5;10;7;3;115;188;17;0.05;0.34;0.24;1.2;0;0.7;0.8;38;1.1;0;0;0;8.2,,,
Zuivelproducten;Brie 60+;Brie 60 +;beleg toast ;;369;17;1;33;21;12;1.3;0.4;93;0;0;800;250;0.3;20;7;3;150;200;517;0.04;0.52;0.15;1.2;0;0.8;1;38;1.4;1;0;0;11.8,,,
Zuivelproducten;Bulgaarse yoghurt mager;Bulgarian yogurt lean;dessertschaaltje;150;53;6;6;1;0;0;0;0;1;0;0;75;195;0.1;18;;0.56;220;135;5;0.06;0.28;0.06;0.37;3;;;;0.2;6;0;0;22.5,,,
Zuivelproducten;Bulgaarse yoghurt vol;Bulgarian yogurt is full;dessertschaaltje;150;85;5;6;5;3;2;0.1;0.1;15;0;0;80;175;0.1;12;;0.36;200;125;47;0.05;0.25;0.04;0.37;0;0.1;0.2;;0.2;6;0;0;24.5,,,
Zuivelproducten;Camembert 30+ kaas;Camembert cheese 30 +;beleg toast ;;222;24;0;14;9;5;0.5;0.2;38;0;0;900;600;0.2;20;9;3;120;540;147;0.05;0.67;0.28;1.1;1;0.3;0.4;74;1.2;0;0;0;22.5,,,
Zuivelproducten;Camembert 45+ kaas;Camembert cheese 45 +;beleg toast ;;305;25;0;23;15;8;0.9;0.3;90;0;0;790;600;0.2;20;7;3;110;300;212;0.05;0.6;0.25;1.1;0;0.4;0.7;74;1.1;0;0;0;12,,,
Zuivelproducten;Cheddar kaas;Cheddar cheese;beleg toast ;;401;25;1;33;21;12;1.3;0.4;105;0;0;620;721;0.7;25;12;3.6;98;512;137;0.03;0.38;0.07;1.2;0;0.7;1;38;0.1;1;0;0;20.5,,,
Zuivelproducten;Chipolatapudding;Chipolata Pudding;dessertschaaltje;150;233;5;24;13;7;6;0.7;0.3;74;1;0.3;46;71;0.3;12;3;0.35;116;74;143;0.03;0.15;0.03;0.32;1;0.5;0.6;7;0.3;22.5;1.4;2;16.4,,,
Zuivelproducten;Chocolademelk halfvolle;Low-fat chocolate milk;glas;150;78;4;12;2;1;1;0;0;4;0;0.9;39;118;0.3;16;1;0.45;192;98;14;0.03;0.16;0.03;0.29;1;0;0;3;0.1;11.4;0.9;1;28,,,
Zuivelproducten;Chocolademelk magere;Chocolate milk fat;glas;150;61;3;11;0;0;0;0;0;1;0;1.4;45;112;0.2;18;2;0.46;190;96;1;0.07;0.16;0.03;0.3;1;0;0;4;0.1;11.3;0;2;28.2,,,
Zuivelproducten;Chocolademelk volle;Chocolate full;glas;150;89;4;12;3;2;1;0.1;0.1;10;0;0.5;51;110;0.7;18;1;0.44;192;96;31;0.03;0.16;0.03;0.33;2;0.1;0.1;3;0.1;12;0.2;1;27.4,,,
Zuivelproducten;Chocolademousse;Chocolate Mousse;dessertschaaltje;100;252;3;26;15;8;7;0;0.6;190;0;0.3;43;88;0.2;43;11;0.76;158;89;108;0.06;0.29;0.04;0.59;0;0.9;1.5;5;0.4;25;1.3;2;35.6,,,
